"trip_id"	"household_id"	"person_n"	"trip_n"	"travel_mode"	"purpose"	"fueltype"	"faretype"	"bus_scale"	"survey_year"	"travel_year"	"travel_month"	"travel_date"	"day_of_week"	"start_time"	"age"	"female"	"driving_license"	"car_ownership"	"distance"	"dur_walking"	"dur_cycling"	"dur_pt_access"	"dur_pt_rail"	"dur_pt_bus"	"dur_pt_int"	"pt_interchanges"	"dur_driving"	"cost_transit"	"cost_driving_fuel"	"cost_driving_ccharge"	"driving_traffic_percent"	"W"
"2966"	9303	1939	1	2	3	3	6	5	0	1	2012	7	20	5	18	54	1	0	0	1882	0.453055556	0.148055556	0.1325	0	0.15	0	0	0.216388889	0	0.45	0	0.261874	0.836779970608957
"2967"	11331	2392	2	0	3	3	6	3	0	1	2012	8	13	1	19.5	14	0	0	0	8730	2.276666667	0.815277778	0.245277778	0.183333333	0.358333333	0.273055556	2	0.411944444	0.75	1.54	0	0.425489	1.21475236566241
"2968"	29999	6476	0	7	2	5	1	4	1	2	2013	5	7	2	16.66666667	42	0	1	1	991	0.303611111	0.092222222	0.223888889	0	0.145833333	0	0	0.100833333	1.5	0.29	0	0.0330578	0.848964507070372
"2969"	42802	9144	1	2	4	2	1	1	1	2	2013	10	3	4	9	40	1	1	1	4225	0.976388889	0.312222222	0.095	0	0.404166667	0	0	0.296388889	1.5	0.9	0	0.402999	1.06560342319147
"2970"	46022	9830	1	4	3	3	6	5	0	2	2013	11	13	3	19.66666667	10	0	0	0	2395	0.608055556	0.230833333	0.146666667	0	0.154166667	0	0	0.244444444	0	0.64	0	0.198864	1.21475236566241
"2971"	55018	11775	2	1	3	2	2	3	0	3	2014	4	4	5	15.75	12	0	0	1	3532	1.134166667	0.329444444	0.380555556	0	0.266666667	0	0	0.228055556	0	0.68	0	0.332521	1.21475236566241
"2972"	11284	2383	3	2	3	3	1	1	1	1	2012	8	12	7	19	20	0	0	1	9948	2.274722222	0.681944444	0.039722222	0.283333333	0	0	0	0.332222222	1.5	1.49	0	0.303512	1.21475236566241
"2973"	80645	17514	3	2	3	3	1	2	0	3	2015	3	9	1	17.5	17	1	0	1	5533	1.336388889	0.469444444	0.245277778	0.05	0.37	0.104166667	1	0.538333333	1.2	1.33	0	0.701238	1.06560342319147
"2974"	9771	2037	0	1	3	5	6	5	0	1	2012	7	24	2	9.583333333	65	0	0	0	548	0.124166667	0.0525	0.027777778	0	0.031666667	0	0	0.118611111	0	0.3	0	0.442623	0.848964507070372
"2975"	45750	9776	1	1	1	3	6	1	1	2	2013	11	9	6	16.5	53	0	0	0	1092	0.3075	0.125555556	0.16	0.05	0	0	0	0.163055556	2.4	0.31	10.5	0.579216	0.848964507070372
"2976"	43380	9263	0	0	1	3	6	5	0	2	2013	10	9	3	10.75	76	1	0	0	661	0.186111111	0.057222222	0.126388889	0	0.0375	0	0	0.053055556	0	0.14	0	0.120419	0.836779970608957
"2977"	23957	5172	0	0	4	3	1	5	0	1	2013	1	27	7	10	62	1	1	2	1322	0.346666667	0.11	0.180833333	0	0.05	0	0	0.1125	0	0.37	0	0.118519	0.836779970608957
"2978"	59100	12671	0	1	1	3	6	1	1	3	2014	5	30	5	16.75	25	0	0	0	828	0.191666667	0.103333333	0.081111111	0	0.047222222	0	0	0.070555556	1.5	0.15	0	0.244094	1.21475236566241
"2979"	6976	1435	0	0	4	5	1	1	1	1	2012	6	25	1	9.5	50	1	1	2	2994	0.746388889	0.265833333	0.149722222	0	0.360277778	0.1	1	0.179166667	3	0.54	0	0.556589	0.836779970608957
"2980"	4072	838	1	1	4	1	2	1	1	1	2012	5	23	3	17.5	30	0	1	2	5101	1.295833333	0.416944444	0.1625	0	0.455277778	0.112222222	1	0.363333333	3	0.82	0	0.289755	1.21475236566241
"2981"	30032	6482	0	10	4	2	2	1	1	2	2013	5	7	2	16.01666667	45	1	1	2	2943	0.770555556	0.257777778	0.409166667	0	0.200833333	0	0	0.178611111	1.5	0.49	0	0.163297	0.836779970608957
"2982"	44601	9526	0	1	3	4	2	1	1	2	2013	10	23	3	11	42	0	1	1	2344	0.601666667	0.234166667	0.101111111	0.066666667	0	0	0	0.358055556	2.4	0.62	10.5	0.696664	0.848964507070372
"2983"	37370	7981	2	1	1	3	6	5	0	2	2013	7	29	1	10.41666667	5	0	0	0	501	0.159722222	0.054722222	0.118333333	0	0.025	0	0	0.061111111	0	0.13	0	0.00909091	1.21475236566241
"2984"	18555	3927	0	0	4	2	1	1	1	1	2012	11	5	1	8.25	41	1	1	2	2210	0.5375	0.201666667	0.055	0.016666667	0.153055556	0.116666667	1	0.19	3.2	0.49	0	0.195906	0.836779970608957
"2985"	33792	7258	0	6	4	4	5	1	1	2	2013	6	21	5	17.33333333	28	0	1	2	10049	2.45	0.750833333	0.145	0.383333333	0.255	0.133333333	1	0.777777778	4.4	2.6	0	0.513929	1.21475236566241
"2986"	5260	1075	0	0	3	1	6	1	1	1	2012	6	7	4	9.666666667	34	1	1	0	10132	2.372222222	0.773611111	0.242777778	0.433333333	0	0	0	0.793055556	1.5	1.89	0	0.593345	1.06560342319147
"2987"	50753	10854	0	0	4	4	1	1	1	2	2014	1	16	4	7	35	0	1	1	6916	1.64	0.511666667	0.186666667	0.133333333	0.118888889	0.116666667	1	0.457777778	4.8	1.31	10.5	0.658374	1.21475236566241
"2988"	9129	1896	2	1	4	5	1	3	0	1	2012	7	18	3	14.13333333	11	1	0	2	4708	1.283611111	0.359722222	0.240277778	0	0.366666667	0	0	0.289722222	0	0.94	0	0.222435	1.06560342319147
"2989"	8329	1721	0	1	4	5	1	1	1	1	2012	7	9	1	15.16666667	55	0	1	1	1812	0.5225	0.200833333	0.214444444	0	0.106666667	0	0	0.150277778	1.5	0.4	0	0.243993	0.848964507070372
"2990"	41629	8899	3	2	4	3	2	3	0	2	2013	9	20	5	18.16666667	11	0	0	2	8850	2.046944444	0.603611111	0.34	0.35	0.083333333	0.133333333	1	0.5025	0	1.4	0	0.310116	1.21475236566241
"2991"	54115	11590	0	1	1	5	6	1	1	2	2014	3	7	5	17	27	1	0	0	1196	0.411666667	0.12	0.313333333	0	0.039722222	0	0	0.184166667	1.5	0.42	0	0.288084	1.06560342319147
"2992"	48847	10413	3	0	4	1	1	1	1	2	2013	12	16	1	7	26	0	1	1	1014	0.656388889	0.170277778	0.267222222	0	0.111666667	0	0	0.153055556	1.5	0.51	0	0.134301	1.21475236566241
"2993"	20546	4362	1	0	3	3	6	1	1	1	2012	12	2	7	13	48	1	1	0	3600	0.986111111	0.338333333	0.238333333	0.25	0	0.083333333	1	0.279444444	2.4	0.67	0	0.434394	0.836779970608957
"2994"	8020	1643	0	3	1	3	6	1	1	1	2012	7	5	4	17.5	38	0	1	0	353	0.085	0.018333333	0.049166667	0	0.030833333	0	0	0.019444444	1.5	0.05	0	0.214286	1.21475236566241
"2995"	44214	9444	1	0	4	3	1	1	1	2	2013	10	19	6	15.5	43	1	1	2	2040	0.518333333	0.1775	0.360833333	0	0.046666667	0	0	0.142222222	1.5	0.38	0	0.154297	0.836779970608957
"2996"	18236	3863	3	0	3	3	1	3	0	1	2012	11	1	4	10.5	12	1	0	1	3654	0.879166667	0.257222222	0.227222222	0.083333333	0	0	0	0.298333333	0.75	0.87	0	0.394786	1.06560342319147
"2997"	10814	2273	0	7	1	3	1	1	1	1	2012	8	4	6	19.83333333	40	0	1	2	1575	0.398888889	0.147222222	0.257222222	0	0.049444444	0	0	0.131944444	1.5	0.37	0	0.208421	1.21475236566241
"2998"	559	135	0	3	4	3	2	5	0	1	2012	4	11	3	18.25	63	0	1	2	1401	0.360833333	0.126944444	0.1425	0	0.123333333	0	0	0.139722222	0	0.26	0	0.421471	0.848964507070372
"2999"	70656	15289	1	5	1	5	6	4	1	3	2014	10	20	1	14	50	0	0	0	498	0.165277778	0.100833333	0.1375	0	0.033333333	0	0	0.073055556	1.5	0.15	10.5	0.471483	0.848964507070372
"3000"	65764	14173	2	2	4	5	1	5	0	3	2014	8	19	2	9.416666667	9	1	0	2	911	0.310555556	0.0975	0.122222222	0	0.1	0	0	0.084722222	0	0.23	0	0.15082	1.06560342319147
"3001"	9078	1884	0	1	3	5	1	1	1	1	2012	7	18	3	15.5	49	0	1	2	1777	0.463611111	0.166111111	0.192222222	0.083333333	0	0	0	0.213333333	2.4	0.43	10.5	0.785156	0.848964507070372
"3002"	38644	8264	1	1	4	4	1	5	0	2	2013	8	13	2	16.5	71	0	1	1	11195	2.748888889	0.84	0.449166667	0.233333333	0.516666667	0.1	1	0.658055556	0	2.33	0	0.328831	0.848964507070372
"3003"	25314	5460	3	0	3	3	2	3	0	1	2013	2	10	7	9	13	0	0	1	7473	1.693611111	0.490277778	0.119722222	0	0.354166667	0.168055556	1	0.299722222	0	1.02	0	0.278962	1.21475236566241
"3004"	32417	6990	1	7	4	5	1	1	1	2	2013	6	7	5	18.66666667	36	0	1	1	1797	0.452777778	0.167222222	0.093055556	0	0.153888889	0	0	0.140277778	1.5	0.37	0	0.336634	1.21475236566241
"3005"	16961	3582	1	1	1	2	2	3	0	1	2012	10	19	5	15.25	15	1	0	2	573	0.185555556	0.056388889	0.083333333	0	0.0725	0	0	0.071666667	0	0.17	0	0.217054	1.06560342319147
"3006"	38839	8301	0	2	3	3	1	5	0	2	2013	8	14	3	12	77	0	1	2	4193	1.015277778	0.260555556	0.146111111	0	0.287222222	0	0	0.241111111	0	0.75	0	0.182028	0.848964507070372
"3007"	946	225	0	2	1	3	1	5	0	1	2012	4	16	1	17.5	66	1	0	1	410	0.094444444	0.031111111	0.034722222	0	0.054722222	0	0	0.033055556	0	0.1	0	0.193277	0.836779970608957
"3008"	3086	640	0	0	4	3	1	5	0	1	2012	5	11	5	9.75	73	1	1	1	1003	0.256111111	0.1025	0.146944444	0	0.040833333	0	0	0.118333333	0	0.29	0	0.157277	0.836779970608957
"3009"	49468	10564	0	0	4	3	1	1	1	2	2014	1	1	3	14	46	1	1	2	687	0.209722222	0.08	0.044722222	0	0.045833333	0	0	0.05	1.5	0.15	0	0.177778	0.836779970608957
"3010"	34360	7366	0	11	4	3	6	1	0.5	2	2013	6	26	3	22.5	45	1	0	0	1934	0.538611111	0.172222222	0.374444444	0	0.074444444	0	0	0.119722222	0.75	0.35	0	0.0788863	0.836779970608957
"3011"	15960	3375	0	0	4	3	1	5	0	1	2012	10	8	1	11.66666667	65	1	1	1	1304	0.366111111	0.123611111	0.1325	0	0.066666667	0	0	0.107222222	0	0.27	0	0.277202	0.836779970608957
"3012"	78468	17008	2	1	3	3	2	3	0	3	2015	2	1	7	14.5	15	0	0	2	2337	0.610277778	0.181666667	0.200833333	0	0.2275	0	0	0.154722222	0	0.45	0	0.287253	1.21475236566241
"3013"	52305	11197	1	2	4	3	6	5	0	2	2014	2	6	4	19	63	0	1	2	841	0.246388889	0.084166667	0.187777778	0	0.041666667	0	0	0.099722222	0	0.22	0	0.169916	0.848964507070372
"3014"	56855	12209	0	3	4	4	1	1	1	3	2014	5	1	4	10.5	35	1	1	2	6353	1.650277778	0.515277778	0.091666667	0	0.715	0.102777778	1	0.433333333	3	1.24	0	0.401923	1.06560342319147
"3015"	8094	1660	0	2	3	5	1	1	1	1	2012	7	6	5	18.25	31	1	1	2	11659	2.790833333	0.944444444	0.215555556	0.383333333	0	0	0	0.772222222	4	2.17	0	0.508993	1.06560342319147
"3016"	42806	9144	1	8	4	3	1	1	1	2	2013	10	3	4	19	40	1	1	1	1123	0.384166667	0.166666667	0.179722222	0	0.066666667	0	0	0.151666667	1.5	0.51	0	0.285714	1.06560342319147
"3017"	25975	5605	1	0	3	3	1	1	1	1	2013	2	20	3	7.666666667	56	0	1	2	6609	1.523888889	0.478611111	0.1825	0.233333333	0	0	0	0.474444444	3.3	1.2	0	0.540398	0.848964507070372
"3018"	48575	10364	1	2	4	5	1	1	1	2	2013	12	13	5	11	43	1	1	1	2937	0.692222222	0.195	0.094444444	0	0.275	0	0	0.225277778	1.5	0.55	0	0.199753	0.836779970608957
"3019"	73859	15997	0	0	3	3	6	1	0	3	2014	11	28	5	11	52	0	0	0	1889	0.644166667	0.201111111	0.358888889	0	0.150555556	0	0	0.168888889	0	0.42	0	0.157895	0.848964507070372
"3020"	34814	7454	0	5	1	3	6	1	1	2	2013	7	1	1	18.5	47	1	1	0	1350	0.344444444	0.109166667	0.103611111	0	0.07	0	0	0.106388889	1.5	0.24	0	0.172324	0.836779970608957
"3021"	27908	6037	0	4	4	3	1	5	0	2	2013	4	8	1	16	78	1	1	2	4880	1.196388889	0.356666667	0.077222222	0	0.334166667	0.133333333	1	0.290277778	0	0.86	0	0.285167	0.836779970608957
"3022"	21521	4587	0	4	1	3	6	1	1	1	2012	12	17	1	14.5	44	1	1	0	761	0.188055556	0.065277778	0.153055556	0	0.028333333	0	0	0.117222222	1.5	0.26	0	0.267773	0.836779970608957
"3023"	63984	13742	0	0	3	1	1	1	1	3	2014	7	22	2	4.666666667	57	1	0	1	4780	1.194722222	0.328055556	0.260277778	0	0.284722222	0.150833333	1	0.193888889	3	0.75	0	0.0702006	0.836779970608957
"3024"	46660	9960	0	2	4	3	1	5	0	2	2013	11	21	4	13.58333333	79	1	1	2	7122	1.942222222	0.568888889	0.154722222	0	0.424444444	0	0	0.318611111	0	1.28	0	0.244987	0.836779970608957
"3025"	393	93	0	1	1	3	1	1	1	1	2012	4	8	7	14	38	1	1	1	735	0.189166667	0.050555556	0.098055556	0	0.033888889	0	0	0.061666667	1.5	0.15	0	0.418919	1.06560342319147
"3026"	17493	3695	0	0	3	3	6	1	1	1	2012	10	25	4	17	28	1	0	0	7451	1.756666667	0.530833333	0.248333333	0.35	0	0	0	0.386666667	1.5	1.24	0	0.22773	1.06560342319147
"3027"	11599	2449	3	1	4	3	1	5	0	1	2012	8	16	4	9.083333333	8	1	0	2	1828	0.434722222	0.116666667	0.106111111	0	0.118888889	0	0	0.095555556	0	0.32	0	0.244186	1.06560342319147
"3028"	10557	2212	0	2	4	3	1	1	1	1	2012	8	1	3	21.75	53	0	1	1	8852	2.229166667	0.754444444	0.0775	0	0.835277778	0.109722222	1	0.476111111	3	1.52	0	0.227538	0.848964507070372
"3029"	25250	5445	0	0	1	3	1	1	1	1	2013	2	9	6	11	24	0	1	1	599	0.186666667	0.057222222	0.086111111	0	0.029444444	0	0	0.056111111	1.5	0.14	0	0.039604	1.21475236566241
"3030"	5257	1073	0	1	4	4	1	5	0	1	2012	6	7	4	17	62	1	1	2	659	0.167222222	0.049444444	0.077222222	0	0.031388889	0	0	0.041388889	0	0.12	0	0.0805369	0.836779970608957
"3031"	21384	4555	0	1	4	3	2	1	1	1	2012	12	14	5	20	43	1	1	1	2027	0.468611111	0.135555556	0.105	0	0.111666667	0	0	0.108333333	1.5	0.28	0	0.464103	0.836779970608957
"3032"	77458	16773	3	1	3	2	1	5	0	3	2015	1	19	1	15.5	9	1	0	2	3763	0.891111111	0.276944444	0.063055556	0	0.320555556	0.15	1	0.259444444	0	0.71	0	0.535332	1.06560342319147
"3033"	37954	8101	1	1	3	3	6	1	1	2	2013	8	4	7	20	36	0	1	0	3457	0.860555556	0.287222222	0.100833333	0	0.267777778	0	0	0.276944444	1.5	0.71	0	0.154463	1.21475236566241
"3034"	58042	12451	1	1	4	5	1	1	1	3	2014	5	16	5	14.5	30	1	0	1	5633	1.393888889	0.456111111	0.308888889	0.1	0	0	0	0.387222222	1.5	1.1	0	0.324964	1.06560342319147
"3035"	72179	15640	2	0	4	3	1	1	1	3	2014	11	9	7	18	28	0	1	1	11361	2.603888889	0.755555556	0.226388889	0.55	0.058888889	0.241111111	1	0.438055556	3	1.75	0	0.185162	1.21475236566241
"3036"	8836	1827	1	0	4	3	1	1	1	1	2012	7	14	6	12	33	1	1	1	4338	0.947222222	0.243055556	0.101388889	0	0.484444444	0	0	0.301944444	1.5	0.76	0	0.516099	1.06560342319147
"3037"	39299	8408	0	0	4	4	6	5	0	2	2013	8	21	3	11	70	1	1	0	3039	0.753888889	0.375833333	0.272777778	0.116666667	0	0	0	0.319444444	0	0.65	0	0.536522	0.836779970608957
"3038"	18040	3818	1	0	4	1	1	1	1	1	2012	10	31	3	7	44	1	1	2	14717	3.400555556	1.051388889	0.211111111	0.366666667	0.559166667	0.195833333	2	0.793888889	5.8	2.48	0	0.408677	0.836779970608957
"3039"	43567	9304	0	0	3	1	1	1	1	2	2013	10	11	5	8.333333333	48	0	1	1	13158	3.060833333	0.900277778	0.131111111	0.35	0	0.133333333	1	0.856666667	4.7	2.33	0	0.643645	0.848964507070372
"3040"	52713	11279	1	0	4	1	1	1	1	2	2014	2	10	1	8.916666667	52	1	1	2	1663	0.4725	0.157222222	0.204722222	0	0.102777778	0	0	0.159444444	1.5	0.48	0	0.165505	0.836779970608957
"3041"	70218	15194	0	1	3	2	6	4	0.5	3	2014	10	16	4	15	25	1	0	0	2010	0.503333333	0.207777778	0.0875	0.083333333	0	0.166666667	1	0.207777778	2	0.48	0	0.589572	1.06560342319147
"3042"	72233	15653	0	0	3	2	1	1	1	3	2014	11	10	1	10	46	1	1	1	12629	2.783333333	0.921111111	0.071666667	0	0.890833333	0.1375	1	0.478333333	3	1.91	0	0.4036	0.836779970608957
"3043"	39749	8515	3	3	1	3	6	4	1	2	2013	8	29	4	15.25	20	1	0	0	743	0.232222222	0.065	0.116944444	0.033333333	0	0	0	0.074722222	1	0.17	0	0.193309	1.06560342319147
"3044"	37784	8070	0	1	3	3	6	1	1	2	2013	8	3	6	14	37	0	1	0	1300	0.331666667	0.111111111	0.086944444	0	0.130833333	0	0	0.104166667	1.5	0.24	0	0.365333	1.21475236566241
"3045"	49939	10674	0	0	1	2	6	1	1	2	2014	1	7	2	8.5	45	1	0	0	1134	0.301666667	0.101111111	0.190555556	0	0.162777778	0	0	0.089722222	1.5	0.24	0	0.19195	0.836779970608957
"3046"	58102	12467	4	0	4	3	2	3	0	3	2014	5	17	6	11	12	1	0	1	9697	2.311666667	0.660555556	0.2825	0.216666667	0.211111111	0.2	2	0.383055556	0.75	1.41	0	0.386512	1.06560342319147
"3047"	6357	1304	1	1	3	5	6	5	0	1	2012	6	19	2	12.75	76	0	0	0	3879	0.926111111	0.310833333	0.056944444	0	0.355833333	0	0	0.225	0	0.62	0	0.225926	0.848964507070372
"3048"	21745	4642	2	1	4	5	1	3	0	1	2012	12	25	2	18.5	11	0	0	2	3361	0.774722222	0.2475	0.055833333	0	0.2475	0	0	0.174722222	0	0.6	0	0.343402	1.21475236566241
"3049"	19319	4085	0	0	1	2	1	1	1	1	2012	11	15	4	8.5	20	0	1	1	934	0.263611111	0.083611111	0.156111111	0	0.057777778	0	0	0.058888889	1.5	0.18	0	0.0754717	1.21475236566241
"3050"	23381	5040	1	1	1	3	6	1	1	1	2013	1	20	7	12.5	21	1	0	0	737	0.180833333	0.057222222	0.0625	0	0.05	0	0	0.056944444	1.5	0.14	0	0.209756	1.06560342319147
"3051"	37764	8067	0	0	1	3	1	5	0	2	2013	8	3	6	10	61	1	1	1	1916	0.540277778	0.176666667	0.255555556	0	0.205833333	0	0	0.164444444	0	0.46	0	0.0827703	0.836779970608957
"3052"	71516	15495	0	1	3	1	6	1	1	3	2014	10	31	5	8.5	45	0	0	0	5266	1.308333333	0.385833333	0.426388889	0.166666667	0	0	0	0.334444444	2.4	0.92	0	0.316445	0.848964507070372
"3053"	8909	1845	0	2	4	3	1	5	0	1	2012	7	15	7	21.33333333	66	1	1	2	2389	0.614444444	0.159444444	0.248888889	0	0.114722222	0	0	0.133333333	0	0.48	0	0.0729167	0.836779970608957
"3054"	65236	14045	0	1	4	3	2	1	1	3	2014	8	10	7	19	45	1	1	2	9553	2.692222222	0.795277778	0.320555556	0.183333333	0.1575	0.1425	1	0.353888889	3.3	1.41	0	0.120094	0.836779970608957
"3055"	7293	1504	0	1	4	1	1	1	1	1	2012	6	29	5	13.5	59	0	1	2	9411	2.288055556	0.8175	0.129166667	0.216666667	0.278333333	0.1	1	0.444166667	3	2.02	0	0.302689	0.848964507070372
"3056"	43526	9297	0	0	4	3	1	5	0	2	2013	10	11	5	9.833333333	81	0	1	2	2980	0.703055556	0.195555556	0.119444444	0	0.139722222	0	0	0.13	0	0.45	0	0.130342	0.848964507070372
"3057"	1417	301	0	0	3	4	2	1	1	1	2012	4	20	5	8	41	0	1	1	6933	1.624444444	0.464722222	0.2125	0.433333333	0	0.083333333	1	0.436388889	2.9	0.98	0	0.309994	0.848964507070372
"3058"	31369	6761	1	1	3	3	1	5	0	2	2013	5	24	5	15	52	0	0	1	1314	0.369166667	0.097777778	0.07	0	0.100277778	0	0	0.100555556	0	0.3	0	0.0497238	0.848964507070372
"3059"	63865	13723	0	1	1	1	1	1	1	3	2014	7	21	1	14.5	34	0	1	1	6998	1.744166667	0.515277778	0.153333333	0	0.735555556	0.083333333	1	0.382777778	3	1.62	0	0.280116	1.21475236566241
"3060"	13520	2871	2	1	1	2	6	5	0	1	2012	9	10	1	15.33333333	8	1	0	0	253	0.082222222	0.028888889	0.052777778	0	0.01	0	0	0.024166667	0	0.06	0	0.0229885	1.06560342319147
"3061"	7669	1571	3	1	1	2	1	5	0	1	2012	7	2	1	15.5	10	1	0	1	679	0.271944444	0.079444444	0.183055556	0	0.066666667	0	0	0.091111111	0	0.23	0	0.262195	1.06560342319147
"3062"	44537	9512	2	0	4	2	2	5	0	2	2013	10	23	3	8.5	9	1	0	2	1821	0.4	0.132222222	0.028055556	0	0.083333333	0	0	0.0925	0	0.24	0	0.228228	1.06560342319147
"3063"	61229	13124	0	1	3	1	6	1	1	3	2014	6	23	1	18.5	38	1	0	0	1673	0.414722222	0.156944444	0.101111111	0	0.114444444	0	0	0.130277778	1.5	0.31	0	0.371002	1.06560342319147
"3064"	4767	975	0	2	1	3	1	1	1	1	2012	5	30	3	11	53	1	1	2	513	0.108333333	0.026111111	0.045833333	0	0.024166667	0	0	0.014444444	1.5	0.06	0	0.211538	0.836779970608957
"3065"	63339	13605	0	1	2	1	6	1	1	3	2014	7	15	2	23.66666667	56	0	1	0	10550	2.363055556	0.647777778	0.393055556	0.4	0	0	0	0.324444444	1.5	1.4	0	0.231164	0.848964507070372
"3066"	28334	6140	1	0	1	1	1	1	1	2	2013	4	15	1	15	54	0	1	1	483	0.104166667	0.030277778	0.024722222	0	0.030277778	0	0	0.021111111	1.5	0.07	0	0.0921053	0.848964507070372
"3067"	49210	10499	0	0	1	3	2	1	1	2	2013	12	21	6	8	47	1	1	2	567	0.181666667	0.063333333	0.144722222	0	0.016388889	0	0	0.043055556	1.5	0.11	0	0.0580645	0.836779970608957
"3068"	26358	5693	0	0	4	3	2	1	1	1	2013	2	25	1	16	47	0	0	1	7210	1.7275	0.529166667	0.259444444	0	0.72	0	0	0.567777778	1.5	1.27	0	0.295499	0.848964507070372
"3069"	13871	2944	0	0	3	1	6	1	1	1	2012	9	13	4	7.5	53	1	1	0	10179	2.419444444	0.783333333	0.106388889	0.516666667	0	0.15	1	0.753333333	5.09	1.77	0	0.773599	0.836779970608957
"3070"	40677	8698	2	0	3	1	2	1	1	2	2013	9	8	7	9.5	19	1	0	1	13554	3.295833333	1.108333333	0.218333333	0.433333333	0.116666667	0.1	1	0.773333333	4.3	2.04	0	0.567888	1.06560342319147
"3071"	57412	12323	0	1	1	3	6	1	1	3	2014	5	8	4	14.5	25	1	0	0	912	0.253055556	0.113333333	0.188611111	0.033333333	0	0	0	0.117222222	2.4	0.25	0	0.390995	1.06560342319147
"3072"	65713	14163	0	1	1	5	6	1	1	3	2014	8	18	1	11.5	38	1	1	0	959	0.268055556	0.094166667	0.096388889	0	0.083333333	0	0	0.078611111	1.5	0.18	10.5	0.55477	1.06560342319147
"3073"	18601	3935	1	0	3	1	1	1	1	1	2012	11	5	1	7	31	0	1	1	2428	0.710555556	0.312777778	0.136944444	0	0.341666667	0	0	0.292222222	1.5	0.7	10.5	0.742395	1.21475236566241
"3074"	6228	1274	2	1	3	3	6	1	1	1	2012	6	17	7	19	46	0	1	0	2347	0.588333333	0.155555556	0.034722222	0	0.125	0	0	0.12	1.5	0.36	0	0.189815	0.848964507070372
"3075"	49079	10469	0	4	1	2	6	4	0.5	2	2013	12	18	3	10.75	36	1	0	0	1127	0.304722222	0.089444444	0.1675	0	0.046388889	0	0	0.075833333	0.75	0.2	0	0.362637	1.06560342319147
"3076"	58210	12495	1	2	4	4	1	1	1	3	2014	5	18	7	12	57	0	1	1	2470	0.619722222	0.161944444	0.158611111	0	0.15	0	0	0.153333333	1.5	0.45	0	0.202899	0.848964507070372
"3077"	11308	2389	0	1	3	3	2	5	0	1	2012	8	13	1	13.66666667	61	0	1	2	4482	1.033333333	0.341944444	0.118611111	0	0.5	0	0	0.276111111	0	0.61	0	0.408451	0.848964507070372
"3078"	77778	16844	1	0	4	3	1	5	0	3	2015	1	23	5	11	82	1	1	1	480	0.138611111	0.041666667	0.08	0	0	0	0	0.034722222	0	0.1	0	0.36	0.836779970608957
"3079"	68308	14761	1	2	3	3	6	1	1	3	2014	9	22	1	15	50	1	0	0	537	0.151388889	0.0525	0.052222222	0	0.0475	0	0	0.068333333	1.5	0.12	0	0.158537	0.836779970608957
"3080"	48352	10322	1	0	4	1	1	1	1	2	2013	12	10	2	8.166666667	49	1	1	1	13372	3.292222222	1.113333333	0.1925	0.516666667	0.075	0.25	2	0.607222222	3.9	2.34	0	0.436871	0.836779970608957
"3081"	1805	374	3	1	3	2	1	1	1	1	2012	4	25	3	15.5	20	0	1	1	11166	2.613888889	0.738333333	0.224722222	0.45	0.138888889	0.216666667	2	0.845833333	4.3	2.43	0	0.674548	1.21475236566241
"3082"	77212	16716	0	2	2	3	6	1	1	3	2015	1	16	5	18.66666667	48	0	0	0	904	0.410555556	0.140277778	0.082222222	0	0.16	0	0	0.127777778	1.5	0.31	0	0.491304	0.848964507070372
"3083"	41093	8786	1	1	4	5	2	1	1	2	2013	9	14	6	16.33333333	46	0	1	1	1223	0.283611111	0.096388889	0.120277778	0	0.111111111	0	0	0.098333333	1.5	0.22	0	0.471751	0.848964507070372
"3084"	17105	3609	0	4	4	3	1	1	1	1	2012	10	20	6	19.5	35	1	1	1	6565	1.598055556	0.479722222	0.229722222	0.033333333	0.408888889	0.116666667	1	0.358333333	3	1.17	0	0.258915	1.06560342319147
"3085"	2545	532	2	0	4	3	1	2	0	1	2012	5	5	6	17	17	1	0	1	755	0.201944444	0.076388889	0.148888889	0	0.035555556	0	0	0.060833333	0	0.16	0	0.356164	1.06560342319147
"3086"	29818	6437	1	2	1	5	2	1	1	2	2013	5	4	6	10.58333333	51	1	1	1	425	0.141944444	0.055	0.041666667	0	0.038611111	0	0	0.049722222	1.5	0.09	0	0.21229	0.836779970608957
"3087"	46661	9961	0	0	3	3	1	5	0	2	2013	11	21	4	9.5	79	0	1	1	1055	0.27	0.079444444	0.153333333	0	0.035277778	0	0	0.080277778	0	0.21	0	0.176471	0.848964507070372
"3088"	67351	14559	1	1	3	1	6	1	1	3	2014	9	10	3	18	29	0	1	0	9620	2.364722222	0.776944444	0.283055556	0.433333333	0	0.1	1	0.631111111	4.6	1.69	0	0.639085	1.21475236566241
"3089"	16784	3542	1	2	4	3	1	5	0	1	2012	10	17	3	8	62	1	1	2	4364	1.033055556	0.387222222	0.093055556	0	0.239722222	0.2	1	0.1525	0	0.59	0	0.167577	0.836779970608957
"3090"	80712	17527	1	3	4	5	1	1	1	3	2015	3	10	2	13.83333333	30	1	1	1	1018	0.315833333	0.126388889	0.179166667	0.016666667	0	0	0	0.150833333	2.4	0.3	10.5	0.567219	1.06560342319147
"3091"	8291	1713	0	4	1	2	1	1	1	1	2012	7	9	1	15.33333333	54	0	1	1	1871	0.469166667	0.219722222	0.120277778	0	0.2125	0	0	0.162222222	1.5	0.42	0	0.508562	0.848964507070372
